Wrd,posAsm,posEng,IdeaID,Meanings
moss,জাতিবাচক বিশেষ্য,Common Noun,2603,"শেলুৱৈ,শেলাই,algae,শৈবাল"
jacana,জাতিবাচক বিশেষ্য,Common Noun,2617,"দলপুঙা,Bronze-winged Jacana,Metopidius indicus"
Bronze-winged Jacana,জাতিবাচক বিশেষ্য,Common Noun,2617,"দলপুঙা,jacana,Metopidius indicus"
Metopidius indicus,জাতিবাচক বিশেষ্য,Common Noun,2617,"দলপুঙা,jacana,Bronze-winged Jacana"
cowage,জাতিবাচক বিশেষ্য,Common Noun,2627,"buffalo bean,Mucuna pruriens (L.) DC.,cowitch,itchy bean"
cowhage,জাতিবাচক বিশেষ্য,Common Noun,2627,"buffalo bean,Mucuna pruriens (L.) DC.,cowitch,itchy bean"
buffalo bean,জাতিবাচক বিশেষ্য,Common Noun,2627,"Mucuna pruriens (L.) DC.,cowitch,itchy bean,বান্দৰ-কেকোঁৱা"
Mucuna pruriens (L.) DC.,জাতিবাচক বিশেষ্য,Common Noun,2627,"buffalo bean,cowitch,itchy bean,বান্দৰ-কেকোঁৱা"
cowitch,জাতিবাচক বিশেষ্য,Common Noun,2627,"buffalo bean,Mucuna pruriens (L.) DC.,itchy bean,বান্দৰ-কেকোঁৱা"
itchy bean,জাতিবাচক বিশেষ্য,Common Noun,2627,"buffalo bean,Mucuna pruriens (L.) DC.,cowitch,বান্দৰ-কেকোঁৱা"
turk,জাতিবাচক বিশেষ্য,Common Noun,2638,তুৰ্কী
foal,জাতিবাচক বিশেষ্য,Common Noun,2640,"ঘোঁৰা পোৱালি,অশ্বশাৱক,colt"
colt,জাতিবাচক বিশেষ্য,Common Noun,2640,"ঘোঁৰা পোৱালি,অশ্বশাৱক,foal"
manifesto,জাতিবাচক বিশেষ্য,Common Noun,2647,ইস্তাহাৰ
magician,জাতিবাচক বিশেষ্য,Common Noun,2653,"বাজিকৰ,বাজীকৰ,টাটকীয়া,ভেল্কীবাজ"
conjuror,জাতিবাচক বিশেষ্য,Common Noun,2653,"বাজিকৰ,বাজীকৰ,টাটকীয়া,ভেল্কীবাজ"
microorganism,জাতিবাচক বিশেষ্য,Common Noun,2660,"জীৱাণু,বীজাণু,অণুজীৱ,microbe"
microbe,জাতিবাচক বিশেষ্য,Common Noun,2660,"জীৱাণু,বীজাণু,অণুজীৱ,microorganism"
germ,জাতিবাচক বিশেষ্য,Common Noun,2660,"জীৱাণু,বীজাণু,অণুজীৱ,microorganism"
registrar,জাতিবাচক বিশেষ্য,Common Noun,2667,"পঞ্জীয়ক,নিবন্ধক"
gatekeeper,জাতিবাচক বিশেষ্য,Common Noun,2675,"দুৱৰী,দ্বাৰৰক্ষক,দ্বাৰপাল,দ্বাৰী"
doorman,জাতিবাচক বিশেষ্য,Common Noun,2675,"দুৱৰী,দ্বাৰৰক্ষক,দ্বাৰপাল,দ্বাৰী"
doorkeeper,জাতিবাচক বিশেষ্য,Common Noun,2675,"দুৱৰী,দ্বাৰৰক্ষক,দ্বাৰপাল,দ্বাৰী"
door guard,জাতিবাচক বিশেষ্য,Common Noun,2675,"দুৱৰী,দ্বাৰৰক্ষক,দ্বাৰপাল,দ্বাৰী"
mosquito,জাতিবাচক বিশেষ্য,Common Noun,2687,"মশক,মহ,কুটুকীট"
abode,জাতিবাচক বিশেষ্য,Common Noun,2688,"বাসস্থান,আস্তানা,থানথিত"
lineage,জাতিবাচক বিশেষ্য,Common Noun,2696,"বংশধৰ,descendant"
descendant,জাতিবাচক বিশেষ্য,Common Noun,2696,"বংশধৰ,lineage"
refinery,জাতিবাচক বিশেষ্য,Common Noun,2702,শোধনাগাৰ
audience,জাতিবাচক বিশেষ্য,Common Noun,2703,addressee
addressee,জাতিবাচক বিশেষ্য,Common Noun,2703,audience
pilgrim,জাতিবাচক বিশেষ্য,Common Noun,2708,"দৰ্শনাৰ্থী,তীৰ্থযাত্ৰী"
neighbour,জাতিবাচক বিশেষ্য,Common Noun,2720,"ওচৰ-চুবুৰীয়া,ওচৰ-ঘৰীয়া,প্ৰতিবাসী,চুবুৰীয়া"
scammer,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
chiseller,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
chiseler,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
defrauder,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
rogue,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
swindler,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
hypocrite,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
cheater,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
fraudster,জাতিবাচক বিশেষ্য,Common Noun,2722,"তঞ্চক,শঠ,টেটোন,টেটন"
bachelor,জাতিবাচক বিশেষ্য,Common Noun,2723,"ডঙুৱা,লঠৰু,ডাংবৰলা,ডাং-মুঠীয়া"
fugitive,জাতিবাচক বিশেষ্য,Common Noun,2748,"পলাতক,পলায়নবাদী,পলৰীয়া,ভগনীয়া"
escapee,জাতিবাচক বিশেষ্য,Common Noun,2748,"পলাতক,পলায়নবাদী,পলৰীয়া,ভগনীয়া"
betel,জাতিবাচক বিশেষ্য,Common Noun,2749,"বিৰা,sirih leaf,পাণ,betel leaf"
betel leaf,জাতিবাচক বিশেষ্য,Common Noun,2749,"বিৰা,sirih leaf,পাণ,betel"
piper betle,জাতিবাচক বিশেষ্য,Common Noun,2749,"বিৰা,sirih leaf,পাণ,betel"
sirih leaf,জাতিবাচক বিশেষ্য,Common Noun,2749,"বিৰা,পাণ,betel,betel leaf"
slave,জাতিবাচক বিশেষ্য,Common Noun,2754,"দাস,গভিয়া,বেগাৰ,কিনা-গোলাম"
thrall,জাতিবাচক বিশেষ্য,Common Noun,2754,"দাস,গভিয়া,বেগাৰ,কিনা-গোলাম"
corvée,জাতিবাচক বিশেষ্য,Common Noun,2754,"দাস,গভিয়া,বেগাৰ,কিনা-গোলাম"
patriot,জাতিবাচক বিশেষ্য,Common Noun,2763,"দেশপ্ৰেমী,দেশহিতৈষী,স্বদেশানুৰাগী,দেশপ্ৰেমিক"
arum,জাতিবাচক বিশেষ্য,Common Noun,2769,"colocasia,araceae,কচু"
colocasia,জাতিবাচক বিশেষ্য,Common Noun,2769,"araceae,কচু,arum"
araceae,জাতিবাচক বিশেষ্য,Common Noun,2769,"colocasia,কচু,arum"
colleague,জাতিবাচক বিশেষ্য,Common Noun,2780,"সহ-কৰ্মচাৰী,সমকৰ্মী,সমকৰ্ম্মী,কমৰেড"
officemate,জাতিবাচক বিশেষ্য,Common Noun,2780,"সহ-কৰ্মচাৰী,সমকৰ্মী,সমকৰ্ম্মী,কমৰেড"
co-worker,জাতিবাচক বিশেষ্য,Common Noun,2780,"সহ-কৰ্মচাৰী,সমকৰ্মী,সমকৰ্ম্মী,কমৰেড"
Comrade,জাতিবাচক বিশেষ্য,Common Noun,2780,"সহ-কৰ্মচাৰী,সমকৰ্মী,সমকৰ্ম্মী,কমৰেড"
classmate,জাতিবাচক বিশেষ্য,Common Noun,2781,"সহধ্যায়ী,হৰি-ভকত,batch mate,সহপাঠী"
batch mate,জাতিবাচক বিশেষ্য,Common Noun,2781,"সহধ্যায়ী,হৰি-ভকত,সহপাঠী,classmate"
pioneer,জাতিবাচক বিশেষ্য,Common Noun,2783,"পুৰোগ,অগ্ৰদূত,অগ্ৰণী,পথদ্ৰষ্টা"
trailblazer,জাতিবাচক বিশেষ্য,Common Noun,2783,"পুৰোগ,অগ্ৰদূত,অগ্ৰণী,পথদ্ৰষ্টা"
forerunner,জাতিবাচক বিশেষ্য,Common Noun,2783,"পুৰোগ,অগ্ৰদূত,অগ্ৰণী,পথদ্ৰষ্টা"
pathfinder,জাতিবাচক বিশেষ্য,Common Noun,2783,"পুৰোগ,অগ্ৰদূত,অগ্ৰণী,পথদ্ৰষ্টা"
pioneer,জাতিবাচক বিশেষ্য,Common Noun,2784,"পুৰোধা,পুৰোগ,পুৰোগামী,পুৰোৱৰ্তী"
son-in-law,জাতিবাচক বিশেষ্য,Common Noun,2803,"জামাতা,জাঙই,জোঁৱাই,জঙাই"
brother-in-law,জাতিবাচক বিশেষ্য,Common Noun,2812,"ভিনী,ভিনীহি,ভিনদেউ"
castor,জাতিবাচক বিশেষ্য,Common Noun,2830,"ভেৰেণ্ডা,এৰণ্ড,Ricinus Communis,এৰাগছ"
Ricinus Communis,জাতিবাচক বিশেষ্য,Common Noun,2830,"ভেৰেণ্ডা,এৰণ্ড,এৰাগছ,castor"
thief,জাতিবাচক বিশেষ্য,Common Noun,2832,"স্তয়ী,তস্কৰ,কপাটঘ্ন,মুষ্ক"
burglar,জাতিবাচক বিশেষ্য,Common Noun,2832,"স্তয়ী,তস্কৰ,কপাটঘ্ন,মুষ্ক"
business,জাতিবাচক বিশেষ্য,Common Noun,2846,ব্যৱসায়
journalist,জাতিবাচক বিশেষ্য,Common Noun,2847,"পত্ৰকাৰ,সংবাদসেৱী,বাৰ্তাজীৱী,সাংবাদিক"
justice,জাতিবাচক বিশেষ্য,Common Noun,2848,"মীমাংসক,বিচাৰপতি,ধৰ্মাধিকাৰী,হাকিম"
judge,জাতিবাচক বিশেষ্য,Common Noun,2848,"মীমাংসক,বিচাৰপতি,ধৰ্মাধিকাৰী,হাকিম"
Munsif,জাতিবাচক বিশেষ্য,Common Noun,2848,"মীমাংসক,বিচাৰপতি,ধৰ্মাধিকাৰী,হাকিম"
jasmine,জাতিবাচক বিশেষ্য,Common Noun,2849,"চামেলি,মালতী,যুতি,মল্লিকা"
jasminum,জাতিবাচক বিশেষ্য,Common Noun,2849,"চামেলি,মালতী,যুতি,মল্লিকা"
parrot,জাতিবাচক বিশেষ্য,Common Noun,2854,"শুক,চন্দনা,টিঞা,টিয়াঁ"
fern,জাতিবাচক বিশেষ্য,Common Noun,2857,"ঢেকীয়া পাত,ধেইকা ,diplazium esculentum,ঢেকীয়া"
diplazium esculentum,জাতিবাচক বিশেষ্য,Common Noun,2857,"fern,ঢেকীয়া পাত,ধেইকা ,ঢেকীয়া"
fry,জাতিবাচক বিশেষ্য,Common Noun,2859,"পুৱান,মাছৰ পোনা"
artist,জাতিবাচক বিশেষ্য,Common Noun,2868,"শিল্পকৰ,কাৰু,কাৰুশিল্পী,চিত্ৰশিল্পী"
artisan,জাতিবাচক বিশেষ্য,Common Noun,2868,"শিল্পকৰ,কাৰু,কাৰুশিল্পী,চিত্ৰশিল্পী"
craftsman,জাতিবাচক বিশেষ্য,Common Noun,2868,"শিল্পকৰ,কাৰু,কাৰুশিল্পী,চিত্ৰশিল্পী"
engineer,জাতিবাচক বিশেষ্য,Common Noun,2870,"ইঞ্জিনিয়াৰ,যন্ত্ৰবিদ,অভিযন্তা"
debater,জাতিবাচক বিশেষ্য,Common Noun,2871,তাৰ্কিক
spinster,জাতিবাচক বিশেষ্য,Common Noun,2875,"অনূঢ়া,গৌৰী,ছিখলা,অনন্য-পূৰ্ব্বা"
maiden,জাতিবাচক বিশেষ্য,Common Noun,2875,"অনূঢ়া,গৌৰী,ছিখলা,অনন্য-পূৰ্ব্বা"
virgin,জাতিবাচক বিশেষ্য,Common Noun,2875,"অনূঢ়া,গৌৰী,ছিখলা,অনন্য-পূৰ্ব্বা"
refugee,জাতিবাচক বিশেষ্য,Common Noun,2878,শৰণাৰ্থী
doe,জাতিবাচক বিশেষ্য,Common Noun,2882,"ভেলেঙী,কুৰংগী,hind,কুৰঙ্গী"
hind,জাতিবাচক বিশেষ্য,Common Noun,2882,"ভেলেঙী,কুৰংগী,কুৰঙ্গী,হৰিণী"
logician,জাতিবাচক বিশেষ্য,Common Noun,2889,"তাৰ্কিক,নৈয়ায়িক,logistician"
logistician,জাতিবাচক বিশেষ্য,Common Noun,2889,"তাৰ্কিক,নৈয়ায়িক,logician"
cicada,জাতিবাচক বিশেষ্য,Common Noun,2890,"জিলী,ঝিলী,জিলি"
Turkey Berry,জাতিবাচক বিশেষ্য,Common Noun,2893,"হাতী-ভেঁকুৰী,Solanum torvum"
Solanum torvum,জাতিবাচক বিশেষ্য,Common Noun,2893,"হাতী-ভেঁকুৰী,Turkey Berry"
water lily,জাতিবাচক বিশেষ্য,Common Noun,2897,"উৎপল,কুমুদ,ভেটফুল,উত্পল"
nenuphar,জাতিবাচক বিশেষ্য,Common Noun,2897,"উৎপল,কুমুদ,ভেটফুল,উত্পল"
vulture,জাতিবাচক বিশেষ্য,Common Noun,2920,"গৃধ্ৰ,শগুন"
pomegranate,জাতিবাচক বিশেষ্য,Common Noun,2939,"আনাৰ,দাঢ়িম্ব,বেদানা,ডালিম"
punica granatum,জাতিবাচক বিশেষ্য,Common Noun,2939,"আনাৰ,দাঢ়িম্ব,বেদানা,ডালিম"
tapeworm,জাতিবাচক বিশেষ্য,Common Noun,2942,"pathogen,ফিটাপেলু,cestoidea,cestoda"
cestoidea,জাতিবাচক বিশেষ্য,Common Noun,2942,"pathogen,ফিটাপেলু,tapeworm,cestoda"
cestoda,জাতিবাচক বিশেষ্য,Common Noun,2942,"pathogen,ফিটাপেলু,tapeworm,cestoidea"
pathogen,জাতিবাচক বিশেষ্য,Common Noun,2942,"ফিটাপেলু,tapeworm,cestoidea,cestoda"
young man,জাতিবাচক বিশেষ্য,Common Noun,2949,"চেংৰা,চেঙেৰা,চেঙেলীয়া,adolescent"
juvenile,জাতিবাচক বিশেষ্য,Common Noun,2949,"চেংৰা,চেঙেৰা,চেঙেলীয়া,adolescent"
adolescent,জাতিবাচক বিশেষ্য,Common Noun,2949,"চেংৰা,চেঙেৰা,চেঙেলীয়া,কিশোৰ"
chorus,জাতিবাচক বিশেষ্য,Common Noun,2958,সূত্ৰধাৰ
broken rice,জাতিবাচক বিশেষ্য,Common Noun,2962,"খুদ-কণ,ব্ৰহ্মকণ,খুদ-চাউল,খুদ"
teak,জাতিবাচক বিশেষ্য,Common Noun,2973,"চেগুন,Tectona grandis"
Tectona grandis,জাতিবাচক বিশেষ্য,Common Noun,2973,"চেগুন,teak"
sorrel,জাতিবাচক বিশেষ্য,Common Noun,2978,"চুকা,চুকা শাক,চোকা শাক,চুকা-পালেং"
spinach dock,জাতিবাচক বিশেষ্য,Common Noun,2978,"চুকা,চুকা শাক,চোকা শাক,চুকা-পালেং"
rumex acetosa,জাতিবাচক বিশেষ্য,Common Noun,2978,"চুকা,চুকা শাক,চোকা শাক,চুকা-পালেং"
indian sorrel,জাতিবাচক বিশেষ্য,Common Noun,2978,"চুকা,চুকা শাক,চোকা শাক,চুকা-পালেং"
ambari,জাতিবাচক বিশেষ্য,Common Noun,2978,"চুকা,চুকা শাক,চোকা শাক,চুকা-পালেং"
bladderdock,জাতিবাচক বিশেষ্য,Common Noun,2978,"চুকা,চুকা শাক,চোকা শাক,চুকা-পালেং"
rumex vesicarius,জাতিবাচক বিশেষ্য,Common Noun,2978,"চুকা,চুকা শাক,চোকা শাক,চুকা-পালেং"
developing country,জাতিবাচক বিশেষ্য,Common Noun,2991,"উন্নয়নশীল দেশ,প্ৰগতিশীল দেশ"
drosophila,জাতিবাচক বিশেষ্য,Common Noun,2999,কুনকুনি মাখি
prawn,জাতিবাচক বিশেষ্য,Common Noun,3005,"নিছলা মাছ,krill,মিছা মাছ,shrimp"
shrimp,জাতিবাচক বিশেষ্য,Common Noun,3005,"নিছলা মাছ,krill,মিছা মাছ,prawn"
krill,জাতিবাচক বিশেষ্য,Common Noun,3005,"নিছলা মাছ,মিছা মাছ,prawn,shrimp"
seamaid,জাতিবাচক বিশেষ্য,Common Noun,3006,"মৎসকন্যা,সমুদ্ৰকন্যা,mermaid"
mermaid,জাতিবাচক বিশেষ্য,Common Noun,3006,"মৎসকন্যা,সমুদ্ৰকন্যা,seamaid"
relative,জাতিবাচক বিশেষ্য,Common Noun,3007,"পৰিজন,আত্মীয়,কুটুম্ব,জ্ঞাতি"
kin,জাতিবাচক বিশেষ্য,Common Noun,3007,"পৰিজন,আত্মীয়,কুটুম্ব,জ্ঞাতি"
kinfolk,জাতিবাচক বিশেষ্য,Common Noun,3007,"পৰিজন,আত্মীয়,কুটুম্ব,জ্ঞাতি"
arbitrator,জাতিবাচক বিশেষ্য,Common Noun,3030,"মেলুৱাই,মেলেক,মেলেকী,মেলুৱৈ"
arbiter,জাতিবাচক বিশেষ্য,Common Noun,3030,"মেলুৱাই,মেলেক,মেলেকী,মেলুৱৈ"
participant,জাতিবাচক বিশেষ্য,Common Noun,3031,"অংশগ্ৰহণকাৰী,মেলুৱৈ"
witch,জাতিবাচক বিশেষ্য,Common Noun,3032,"ডাকিনী,crone,hex,ডাইনী"
sorceress,জাতিবাচক বিশেষ্য,Common Noun,3032,"ডাকিনী,crone,hex,ডাইনী"
hag,জাতিবাচক বিশেষ্য,Common Noun,3032,"ডাকিনী,crone,hex,ডাইনী"
crone,জাতিবাচক বিশেষ্য,Common Noun,3032,"ডাকিনী,hex,ডাইনী,যখিনী"
hex,জাতিবাচক বিশেষ্য,Common Noun,3032,"ডাকিনী,crone,ডাইনী,যখিনী"
Streblus asper,জাতিবাচক বিশেষ্য,Common Noun,3034,"সৌৰা,শাঁৱলা,শাঁৱৰা,toothbrush tree"
toothbrush tree,জাতিবাচক বিশেষ্য,Common Noun,3034,"সৌৰা,শাঁৱলা,শাঁৱৰা,Streblus asper"
khoi,জাতিবাচক বিশেষ্য,Common Noun,3034,"সৌৰা,শাঁৱলা,শাঁৱৰা,Streblus asper"
Trophis aspera,জাতিবাচক বিশেষ্য,Common Noun,3034,"সৌৰা,শাঁৱলা,শাঁৱৰা,Streblus asper"
successor,জাতিবাচক বিশেষ্য,Common Noun,3039,"উত্তৰসূৰী,inheritor,উত্তৰাধিকাৰী"
inheritor,জাতিবাচক বিশেষ্য,Common Noun,3039,"উত্তৰসূৰী,উত্তৰাধিকাৰী,successor"
hippopotamus,জাতিবাচক বিশেষ্য,Common Noun,3042,"Hippopotamus amphibius,জলহস্তী,hippo"
hippo,জাতিবাচক বিশেষ্য,Common Noun,3042,"Hippopotamus amphibius,জলহস্তী,hippopotamus"
Hippopotamus amphibius,জাতিবাচক বিশেষ্য,Common Noun,3042,"জলহস্তী,hippopotamus,hippo"
beet,জাতিবাচক বিশেষ্য,Common Noun,3047,"বিট পালেং,বিট,Beta vulgaris"
Beta vulgaris,জাতিবাচক বিশেষ্য,Common Noun,3047,"বিট পালেং,বিট,beet"
yak,জাতিবাচক বিশেষ্য,Common Noun,3048,"চুঁৱৰী পহু,চমৰী পহু,মেথোন,চুৱঁৰী গাই"
yeoman,জাতিবাচক বিশেষ্য,Common Noun,3049,তামুলিফুকন
water chestnut,জাতিবাচক বিশেষ্য,Common Noun,3052,"trapa natans,শিঙ্গৰি,water caltrop"
water caltrop,জাতিবাচক বিশেষ্য,Common Noun,3052,"trapa natans,শিঙ্গৰি,water chestnut"
trapa natans,জাতিবাচক বিশেষ্য,Common Noun,3052,"শিঙ্গৰি,water chestnut,water caltrop"
epizoon,জাতিবাচক বিশেষ্য,Common Noun,3053,"ছালওকণি,ectozoon"
ectozoon,জাতিবাচক বিশেষ্য,Common Noun,3053,"ছালওকণি,epizoon"
whale,জাতিবাচক বিশেষ্য,Common Noun,3054,তিমি মাছ
cocotte,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
prostitute,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
whore,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
harlot,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
call girl,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
hooker,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
quean,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
drab,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
sex worker,জাতিবাচক বিশেষ্য,Common Noun,3056,"ক্ষণবধূ,নটিনী,ব্যভিচাৰিণী,বাৰবনিতা"
crocodile,জাতিবাচক বিশেষ্য,Common Noun,3061,"নক্ৰ,মকৰ,নেহাল,পিংগচক্ষু"
alligator,জাতিবাচক বিশেষ্য,Common Noun,3061,"নক্ৰ,মকৰ,নেহাল,পিংগচক্ষু"
gator,জাতিবাচক বিশেষ্য,Common Noun,3061,"নক্ৰ,মকৰ,নেহাল,পিংগচক্ষু"
common fig,জাতিবাচক বিশেষ্য,Common Noun,3063,"Ficus carica,ডিমৰু,fig"
Ficus carica,জাতিবাচক বিশেষ্য,Common Noun,3063,"ডিমৰু,common fig,fig"
fig,জাতিবাচক বিশেষ্য,Common Noun,3063,"Ficus carica,ডিমৰু,common fig"
parwal,জাতিবাচক বিশেষ্য,Common Noun,3064,"পটোল,পটল,pointed gourd,potol"
trichosanthes dioica,জাতিবাচক বিশেষ্য,Common Noun,3064,"পটোল,পটল,parwal,pointed gourd"
pointed gourd,জাতিবাচক বিশেষ্য,Common Noun,3064,"পটোল,পটল,parwal,potol"
potol,জাতিবাচক বিশেষ্য,Common Noun,3064,"পটোল,পটল,parwal,pointed gourd"
bhaji,জাতিবাচক বিশেষ্য,Common Noun,3094,ভাজি
peddler,জাতিবাচক বিশেষ্য,Common Noun,3098,"ফেৰিৱালা,হকাৰ,সজাই,কজুৱাই"
hawker,জাতিবাচক বিশেষ্য,Common Noun,3098,"ফেৰিৱালা,হকাৰ,সজাই,কজুৱাই"
pedlar,জাতিবাচক বিশেষ্য,Common Noun,3098,"ফেৰিৱালা,হকাৰ,সজাই,কজুৱাই"
beggar,জাতিবাচক বিশেষ্য,Common Noun,3099,"খোজনীয়া,কপৰ্টিক,ভিক্ষাজীৱী,পৰান্নজীৱী"
mendicant,জাতিবাচক বিশেষ্য,Common Noun,3099,"খোজনীয়া,কপৰ্টিক,ভিক্ষাজীৱী,পৰান্নজীৱী"
elephant apple,জাতিবাচক বিশেষ্য,Common Noun,3100,"কপিত্থ,পাচখোল,ঔটেঙা,ঔ"
Dillenia indica,জাতিবাচক বিশেষ্য,Common Noun,3100,"কপিত্থ,পাচখোল,ঔটেঙা,ঔ"
hawker,জাতিবাচক বিশেষ্য,Common Noun,3112,"হকাৰ,paperboy"
paperboy,জাতিবাচক বিশেষ্য,Common Noun,3112,"হকাৰ,hawker"
seamstress,জাতিবাচক বিশেষ্য,Common Noun,3132,"কাজী,দৰ্জিনী,শিপিনী,sempstress"
sempstress,জাতিবাচক বিশেষ্য,Common Noun,3132,"কাজী,দৰ্জিনী,শিপিনী,seamstress"
glutinous rice,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,sticky rice,sweet rice,waxy rice"
sticky rice,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sweet rice,waxy rice"
sweet rice,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sticky rice,waxy rice"
waxy rice,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sticky rice,sweet rice"
botan rice,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sticky rice,sweet rice"
mochi rice,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sticky rice,sweet rice"
pearl rice,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sticky rice,sweet rice"
oryza sativa,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sticky rice,sweet rice"
oryza glutinosa,জাতিবাচক বিশেষ্য,Common Noun,3139,"বৰা চাউল,glutinous rice,sticky rice,sweet rice"
general manager,জাতিবাচক বিশেষ্য,Common Noun,3144,মহা প্ৰবন্ধক
deputy general manager,জাতিবাচক বিশেষ্য,Common Noun,3145,উপ মহাপ্ৰবন্ধক
weaver,জাতিবাচক বিশেষ্য,Common Noun,3147,"তাঁতিনী,তাঁতিয়নী,শিপিনী,বোৱনী"
tailor,জাতিবাচক বিশেষ্য,Common Noun,3148,"দৰ্জি,দজজি "
predecessor,জাতিবাচক বিশেষ্য,Common Noun,3150,পূৰ্বসূৰী
Wedelia chinensis,জাতিবাচক বিশেষ্য,Common Noun,3184,"ভীমৰাজ,কেহৰাজ,কেহেৰাজ,কৈটভ"
Vervesina Prostratra,জাতিবাচক বিশেষ্য,Common Noun,3184,"ভীমৰাজ,কেহৰাজ,কেহেৰাজ,কৈটভ"
Eclipta Elba,জাতিবাচক বিশেষ্য,Common Noun,3184,"ভীমৰাজ,কেহৰাজ,কেহেৰাজ,কৈটভ"
skilled labour,জাতিবাচক বিশেষ্য,Common Noun,3207,পৈণত বনুৱা
unskilled labour,জাতিবাচক বিশেষ্য,Common Noun,3208,অপৈণত বনুৱা
Dihingia,জাতিবাচক বিশেষ্য,Common Noun,3212,দিহিঙ্গীয়া
dodger,জাতিবাচক বিশেষ্য,Common Noun,3242,"ফাঁকিবাজ,চুলুং-পুতুং"
regulator,জাতিবাচক বিশেষ্য,Common Noun,3248,"নিয়ামক,নিয়ন্ত্ৰক,controller"
controller,জাতিবাচক বিশেষ্য,Common Noun,3248,"নিয়ামক,নিয়ন্ত্ৰক,regulator"
commentator,জাতিবাচক বিশেষ্য,Common Noun,3250,ধাৰাভাষ্যকাৰ
researcher,জাতিবাচক বিশেষ্য,Common Noun,3263,গৱেষক
black-eyed-pea,জাতিবাচক বিশেষ্য,Common Noun,3302,"দাংবদী,লেছেৰা মাহ,black-eyed bean,blackeye"
black-eyed bean,জাতিবাচক বিশেষ্য,Common Noun,3302,"দাংবদী,লেছেৰা মাহ,black-eyed-pea,blackeye"
blackeye,জাতিবাচক বিশেষ্য,Common Noun,3302,"দাংবদী,লেছেৰা মাহ,black-eyed-pea,black-eyed bean"
field peas,জাতিবাচক বিশেষ্য,Common Noun,3302,"দাংবদী,লেছেৰা মাহ,black-eyed-pea,black-eyed bean"
lobiya,জাতিবাচক বিশেষ্য,Common Noun,3302,"দাংবদী,লেছেৰা মাহ,black-eyed-pea,black-eyed bean"
chawli,জাতিবাচক বিশেষ্য,Common Noun,3302,"দাংবদী,লেছেৰা মাহ,black-eyed-pea,black-eyed bean"
vigna unguiculata,জাতিবাচক বিশেষ্য,Common Noun,3302,"দাংবদী,লেছেৰা মাহ,black-eyed-pea,black-eyed bean"
foster son,জাতিবাচক বিশেষ্য,Common Noun,3303,"পোষ্য-পুত্ৰ,তোলনীয়া পুত্ৰ,তোলনীয়া পো,দত্তক-পুত্ৰ"
foster-son,জাতিবাচক বিশেষ্য,Common Noun,3303,"পোষ্য-পুত্ৰ,তোলনীয়া পুত্ৰ,তোলনীয়া পো,দত্তক-পুত্ৰ"
adopted son,জাতিবাচক বিশেষ্য,Common Noun,3303,"পোষ্য-পুত্ৰ,তোলনীয়া পুত্ৰ,তোলনীয়া পো,দত্তক-পুত্ৰ"
